Zip Code,2023,2024,YoY Change,%change
92701,569,799,230,0.404217926
92702,3,3,0,0
92703,825,1057,232,0.281212121
92704,1599,2054,455,0.284552846
92705,2824,3528,704,0.249291785
92706,845,1105,260,0.307692308
92707,775,1103,328,0.423225806
92708,4129,4946,817,0.197868733
92711,9,13,4,0.444444444
92728,20,20,0,0
92735,1,4,3,3
92780,1673,2199,526,0.31440526
92781,16,23,7,0.4375
92782,2996,3804,808,0.269692924
92799,4,5,1,0.25
92801,1314,1754,440,0.334855403
92802,946,1209,263,0.278012685
92803,4,8,4,1
92804,1994,2667,673,0.337512538
92805,1971,2617,646,0.32775241
92806,1149,1427,278,0.241949521
92807,2594,3285,691,0.266383963
92808,1787,2160,373,0.208729715
92809,13,9,-4,-0.307692308
92811,4,3,-1,-0.25
92812,7,8,1,0.142857143
92814,1,4,3,3
92815,5,9,4,0.8
92816,5,7,2,0.4
92817,12,13,1,0.083333333
92821,2730,3287,557,0.204029304
92822,21,32,11,0.523809524
92823,662,774,112,0.16918429
92831,1405,1712,307,0.218505338
92832,755,1005,250,0.331125828
92833,2940,3864,924,0.314285714
92834,5,12,7,1.4
92835,1950,2397,447,0.229230769
92836,1,,-1,-1
92837,9,6,-3,-0.333333333
92838,2,,-2,-1
92840,1634,2078,444,0.271725826
92841,1297,1625,328,0.252891288
92842,11,15,4,0.363636364
92843,1273,1656,383,0.300864101
92844,883,1085,202,0.228765572
92845,661,799,138,0.208774584
92846,2,2,0,0
92850,,,0,NaN
92856,6,7,1,0.166666667
92857,,,0,NaN
92859,8,13,5,0.625
92860,621,778,157,0.252818035
92861,588,719,131,0.222789116
92862,,,0,NaN
92863,15,15,0,0
92864,1,,-1,-1
92865,950,1146,196,0.206315789
92866,415,528,113,0.272289157
92867,2202,2656,454,0.206176203
92868,815,1082,267,0.327607362
92869,1862,2260,398,0.213748657
92870,2417,3069,652,0.269755896
92871,5,7,2,0.4
92877,18,15,-3,-0.166666667
92878,526,649,123,0.233840304
92879,1275,1672,397,0.311372549
92880,3940,4958,1018,0.258375635
92881,1561,1985,424,0.271620756
92882,2392,3028,636,0.265886288
92883,2380,3117,737,0.309663866
92885,4,9,5,1.25
92886,4171,5068,897,0.215056341
92887,1673,2048,375,0.224148237
93001,1102,1328,226,0.20508167
93002,13,15,2,0.153846154
93003,1539,2014,475,0.308641975
93004,870,1125,255,0.293103448
93005,3,5,2,0.666666667
93006,10,12,2,0.2
93007,2,4,2,1
93009,1,,-1,-1
93010,1697,2156,459,0.270477313
93011,24,32,8,0.333333333
93012,1917,2435,518,0.270213876
93013,507,671,164,0.3234714
93014,5,8,3,0.6
93015,396,509,113,0.285353535
93016,3,4,1,0.333333333
93020,5,3,-2,-0.4
93021,1856,2334,478,0.257543103
93022,167,214,47,0.281437126
93023,939,1151,212,0.225772098
93024,13,21,8,0.615384615
93030,768,998,230,0.299479167
93031,11,12,1,0.090909091
93032,,1,1,NaN
93033,732,1082,350,0.478142077
93034,13,16,3,0.230769231
93035,903,1120,217,0.240310078
93036,1027,1355,328,0.319376826
93040,30,49,19,0.633333333
93041,333,443,110,0.33033033
93042,1,,-1,-1
93043,2,2,0,0
93044,3,10,7,2.333333333
93060,480,636,156,0.325
93061,3,4,1,0.333333333
93062,9,8,-1,-0.111111111
93063,2355,3027,672,0.285350318
93064,,1,1,NaN
93065,3483,4408,925,0.265575653
93066,161,191,30,0.186335404
93067,52,59,7,0.134615385
93094,3,2,-1,-0.333333333
93101,835,1027,192,0.22994012
93102,8,9,1,0.125
93103,696,860,164,0.235632184
93105,1421,1721,300,0.21111893
93106,49,58,9,0.183673469
93107,,,0,NaN
93108,1139,1368,229,0.201053556
93109,629,740,111,0.176470588
93110,893,1072,179,0.200447928
93111,866,1084,218,0.251732102
93116,8,7,-1,-0.125
93117,1310,1643,333,0.254198473
93118,2,3,1,0.5
93120,7,8,1,0.142857143
93121,2,4,2,1
93130,8,16,8,1
93140,8,12,4,0.5
93150,18,32,14,0.777777778
93160,2,6,4,2
93190,4,4,0,0
93201,3,1,-2,-0.666666667
93202,17,27,10,0.588235294
93203,82,114,32,0.390243902
93204,38,55,17,0.447368421
93205,5,8,3,0.6
93206,5,4,-1,-0.2
93207,2,4,2,1
93210,102,142,40,0.392156863
93212,51,71,20,0.392156863
93215,242,324,82,0.338842975
93216,6,8,2,0.333333333
93218,4,8,4,1
93219,20,28,8,0.4
93220,1,3,2,2
93221,160,220,60,0.375
93222,63,79,16,0.253968254
93223,33,55,22,0.666666667
93224,3,3,0,0
93225,108,138,30,0.277777778
93226,1,1,0,0
93227,1,2,1,1
93230,720,950,230,0.319444444
93232,3,5,2,0.666666667
93234,25,50,25,1
93235,10,24,14,1.4
93238,11,14,3,0.272727273
93239,6,6,0,0
93240,41,45,4,0.097560976
93241,35,61,26,0.742857143
93242,10,18,8,0.8
93243,22,24,2,0.090909091
93244,4,5,1,0.25
93245,316,406,90,0.284810127
93246,1,3,2,2
93247,102,128,26,0.254901961
93249,10,19,9,0.9
93250,57,89,32,0.561403509
93252,5,4,-1,-0.2
93254,4,7,3,0.75
93255,4,6,2,0.5
93256,16,31,15,0.9375
93257,433,618,185,0.427251732
93258,5,10,5,1
93260,2,1,-1,-0.5
93261,6,7,1,0.166666667
93262,2,2,0,0
93263,248,362,114,0.459677419
93265,71,80,9,0.126760563
93266,7,8,1,0.142857143
93267,21,32,11,0.523809524
93268,58,80,22,0.379310345
93270,27,36,9,0.333333333
93271,41,50,9,0.219512195
93272,15,20,5,0.333333333
93274,546,772,226,0.413919414
93275,3,2,-1,-0.333333333
93277,528,676,148,0.28030303
93278,2,2,0,0
93279,11,11,0,0
93280,103,160,57,0.553398058
93283,14,18,4,0.285714286
93285,15,25,10,0.666666667
93286,43,67,24,0.558139535
93287,1,3,2,2
93290,10,19,9,0.9
93291,972,1292,320,0.329218107
93292,471,617,146,0.309978769
93301,179,225,46,0.25698324
93302,3,4,1,0.333333333
93303,3,8,5,1.666666667
93304,220,288,68,0.309090909
93305,124,165,41,0.330645161
93306,718,914,196,0.272980501
93307,311,476,165,0.530546624
93308,415,557,142,0.342168675
93309,493,649,156,0.31643002
93311,1631,2094,463,0.283874923
93312,1035,1351,316,0.30531401
93313,911,1252,341,0.374313941
93314,885,1162,277,0.31299435
93380,4,8,4,1
93383,,1,1,NaN
93384,6,10,4,0.666666667
93385,3,2,-1,-0.333333333
93386,4,5,1,0.25
93387,3,6,3,1
93388,2,2,0,0
93389,4,10,6,1.5
93390,9,12,3,0.333333333
93401,1661,2058,397,0.239012643
93402,542,674,132,0.243542435
93403,12,15,3,0.25
93405,731,924,193,0.264021888
93406,14,20,6,0.428571429
93407,12,13,1,0.083333333
93408,9,10,1,0.111111111
93409,,,0,NaN
93410,1,2,1,1
93412,10,13,3,0.3
93420,1193,1432,239,0.200335289
93421,18,22,4,0.222222222
93422,833,1039,206,0.24729892
93423,12,8,-4,-0.333333333
93424,103,118,15,0.145631068
93426,17,29,12,0.705882353
93427,251,280,29,0.115537849
93428,275,333,58,0.210909091
93430,125,152,27,0.216
93432,36,49,13,0.361111111
93433,283,354,71,0.250883392
93434,77,102,25,0.324675325
93435,1,1,0,0
93436,665,890,225,0.338345865
93437,84,92,8,0.095238095
93438,6,7,1,0.166666667
93440,47,68,21,0.446808511
93441,63,75,12,0.19047619
93442,360,421,61,0.169444444
93443,7,13,6,0.857142857
93444,768,945,177,0.23046875
93445,95,122,27,0.284210526
93446,931,1194,263,0.282491944
93447,24,33,9,0.375
93448,14,18,4,0.285714286
93449,495,588,93,0.187878788
93450,2,5,3,1.5
93451,61,83,22,0.360655738
93452,6,9,3,0.5
93453,57,89,32,0.561403509
93454,348,473,125,0.359195402
93455,908,1206,298,0.328193833
93456,15,20,5,0.333333333
93457,6,8,2,0.333333333
93458,291,408,117,0.402061856
93460,227,271,44,0.193832599
93461,13,16,3,0.230769231
93463,338,403,65,0.192307692
93464,5,6,1,0.2
93465,374,450,76,0.203208556
93475,,2,2,NaN
93483,8,15,7,0.875
93501,47,64,17,0.361702128
93502,1,1,0,0
93504,11,8,-3,-0.272727273
93505,128,177,49,0.3828125
93510,256,314,58,0.2265625
93512,1,2,1,1
93513,16,19,3,0.1875
93514,176,232,56,0.318181818
93515,2,5,3,1.5
93516,13,26,13,1
93517,10,11,1,0.1
93518,10,10,0,0
93519,,1,1,NaN
93522,1,1,0,0
93523,56,65,9,0.160714286
93524,,1,1,NaN
93526,10,9,-1,-0.1
93527,17,22,5,0.294117647
93529,11,10,-1,-0.090909091
93530,,,0,NaN
93531,28,26,-2,-0.071428571
93532,70,87,17,0.242857143
93534,459,613,154,0.335511983
93535,805,1060,255,0.316770186
93536,1646,2175,529,0.321385176
93539,7,5,-2,-0.285714286
93541,9,13,4,0.444444444
93543,101,149,48,0.475247525
93544,18,22,4,0.222222222
93545,32,34,2,0.0625
93546,149,173,24,0.161073826
93549,1,2,1,1
93550,780,1111,331,0.424358974
93551,1855,2431,576,0.310512129
93552,670,885,215,0.320895522
93553,39,48,9,0.230769231
93554,1,1,0,0
93555,352,449,97,0.275568182
93556,3,3,0,0
93560,279,361,82,0.29390681
93561,511,631,120,0.234833659
93562,10,9,-1,-0.1
93563,2,3,1,0.5
93581,14,16,2,0.142857143
93584,4,2,-2,-0.5
93586,,,0,NaN
93590,5,9,4,0.8
93591,59,81,22,0.372881356
93592,1,1,0,0
93596,,1,1,NaN
93599,1,11,10,10
93601,22,28,6,0.272727273
93602,33,39,6,0.181818182
93603,2,2,0,0
93604,11,13,2,0.181818182
93605,7,14,7,1
93606,2,3,1,0.5
93608,2,2,0,0
93609,46,62,16,0.347826087
93610,176,235,59,0.335227273
93611,1118,1345,227,0.203041145
93612,315,397,82,0.26031746
93613,15,18,3,0.2
93614,174,203,29,0.166666667
93615,9,17,8,0.888888889
93616,25,27,2,0.08
93618,170,227,57,0.335294118
93619,2296,2826,530,0.230836237
93620,60,81,21,0.35
93621,7,8,1,0.142857143
93622,64,88,24,0.375
93623,1,1,0,0
93624,1,2,1,1
93625,156,190,34,0.217948718
93626,126,156,30,0.238095238
93627,,,0,NaN
93628,,,0,NaN
93630,141,195,54,0.382978723
93631,219,280,61,0.278538813
93633,,,0,NaN
93634,,1,1,NaN
93635,636,829,193,0.303459119
93636,572,811,239,0.417832168
93637,372,512,140,0.376344086
93638,231,331,100,0.432900433
93639,8,7,-1,-0.125
93640,36,52,16,0.444444444
93641,4,5,1,0.25
93643,36,46,10,0.277777778
93644,91,117,26,0.285714286
93645,5,5,0,0
93646,28,39,11,0.392857143
93647,37,52,15,0.405405405
93648,56,84,28,0.5
93649,3,3,0,0
93650,93,99,6,0.064516129
93651,29,27,-2,-0.068965517
93652,1,1,0,0
93653,21,19,-2,-0.095238095
93654,229,324,95,0.414847162
93656,23,29,6,0.260869565
93657,388,488,100,0.257731959
93660,21,25,4,0.19047619
93661,,,0,NaN
93662,187,249,62,0.331550802
93664,7,11,4,0.571428571
93666,3,4,1,0.333333333
93667,17,21,4,0.235294118
93668,4,6,2,0.5
93669,,1,1,NaN
93673,2,5,3,1.5
93675,30,37,7,0.233333333
93701,46,58,12,0.260869565
93702,165,229,64,0.387878788
93703,114,156,42,0.368421053
93704,455,569,114,0.250549451
93705,183,266,83,0.453551913
93706,177,241,64,0.361581921
93709,,,0,NaN
93710,338,396,58,0.171597633
93711,961,1189,228,0.237252862
93712,1,1,0,0
93715,,,0,NaN
93718,,1,1,NaN
93720,1308,1614,306,0.233944954
93721,125,156,31,0.248
93722,1039,1325,286,0.275264678
93723,390,510,120,0.307692308
93724,1,1,0,0
93725,186,227,41,0.220430108
93726,262,328,66,0.251908397
93727,1215,1623,408,0.335802469
93728,118,166,48,0.406779661
93729,14,17,3,0.214285714
93730,877,1066,189,0.215507412
93737,219,305,86,0.392694064
93740,1,3,2,2
93744,1,1,0,0
93745,2,3,1,0.5
93747,3,8,5,1.666666667
93755,4,7,3,0.75
93771,2,2,0,0
93772,,1,1,NaN
93776,,,0,NaN
93790,,1,1,NaN
93791,3,4,1,0.333333333
93792,2,2,0,0
93793,,,0,NaN
93794,2,4,2,1
93901,380,492,112,0.294736842
93902,5,6,1,0.2
93905,336,457,121,0.360119048
93906,623,839,216,0.34670947
93907,467,594,127,0.271948608
93908,573,714,141,0.246073298
93912,9,17,8,0.888888889
93915,5,5,0,0
93920,21,30,9,0.428571429
93921,176,209,33,0.1875
93922,33,43,10,0.303030303
93923,909,1060,151,0.166116612
93924,444,522,78,0.175675676
93925,6,13,7,1.166666667
93926,58,82,24,0.413793103
93927,97,137,40,0.412371134
93928,5,3,-2,-0.4
93930,115,159,44,0.382608696
93932,7,8,1,0.142857143
93933,850,1081,231,0.271764706
93940,1140,1406,266,0.233333333
93942,21,24,3,0.142857143
93943,1,2,1,1
93944,2,6,4,2
93950,647,766,119,0.183925811
93953,384,473,89,0.231770833
93954,1,2,1,1
93955,566,763,197,0.348056537
93960,170,217,47,0.276470588
93962,11,14,3,0.272727273
94002,2646,3272,626,0.236583522
94003,,,0,NaN
94005,340,452,112,0.329411765
94010,4492,5375,883,0.196571683
94011,11,13,2,0.181818182
94012,,,0,NaN
94013,,,0,NaN
94014,1411,1889,478,0.338766832
94015,2189,2910,721,0.329374143
94017,5,5,0,0
94018,208,254,46,0.221153846
94019,932,1101,169,0.181330472
94020,94,105,11,0.117021277
94021,8,8,0,0
94022,3418,3936,518,0.151550614
94023,35,42,7,0.2
94024,3751,4414,663,0.176752866
94025,4551,5409,858,0.188529993
94026,32,27,-5,-0.15625
94027,1205,1376,171,0.141908714
94028,1193,1361,168,0.140821459
94029,,,0,NaN
94030,1680,2077,397,0.236309524
94031,,,0,NaN
94035,3,2,-1,-0.333333333
94037,240,288,48,0.2
94038,172,218,46,0.26744186
94039,7,10,3,0.428571429
94040,3314,4106,792,0.238986119
94041,1367,1707,340,0.248719824
94042,11,11,0,0
94043,3418,6669,3251,0.951141018
94044,1933,2401,468,0.242110709
94059,1,,-1,-1
94060,30,36,6,0.2
94061,2029,2512,483,0.2380483
94062,3068,3665,597,0.194589309
94063,1249,1555,306,0.244995997
94064,6,9,3,0.5
94065,1351,1645,294,0.21761658
94066,1901,2304,403,0.211993688
94067,1,,-1,-1
94070,3312,4047,735,0.22192029
94074,10,11,1,0.1
94080,10906,7874,-3032,-0.278012103
94083,13,17,4,0.307692308
94085,1804,2403,599,0.332039911
94086,3436,4305,869,0.252910361
94087,5102,6304,1202,0.235593885
94088,16,13,-3,-0.1875
94089,1479,1809,330,0.223123732
94090,,,0,NaN
94102,547,674,127,0.232175503
94103,1218,1445,227,0.1863711
94104,203,127,-76,-0.374384236
94105,940,1170,230,0.244680851
94106,,,0,NaN
94107,3408,3490,82,0.024061033
94108,227,254,27,0.118942731
94109,1310,1654,344,0.26259542
94110,2494,2998,504,0.202085004
94111,220,267,47,0.213636364
94112,2634,3321,687,0.260820046
94114,2237,2662,425,0.189986589
94115,1366,1613,247,0.180819912
94116,2278,2773,495,0.217295874
94117,1600,1899,299,0.186875
94118,1753,2131,378,0.215630348
94119,8,8,0,0
94121,1782,2256,474,0.265993266
94122,2447,3024,577,0.235798937
94123,1244,1615,371,0.298231511
94124,1489,1764,275,0.18468771
94125,,1,1,NaN
94126,4,3,-1,-0.25
94127,1629,1981,352,0.216083487
94128,7,10,3,0.428571429
94129,220,255,35,0.159090909
94130,57,65,8,0.140350877
94131,2134,2509,375,0.175726336
94132,1056,1349,293,0.277462121
94133,634,782,148,0.233438486
94134,1335,1682,347,0.259925094
94135,,,0,NaN
94139,,,0,NaN
94140,1,3,2,2
94141,3,4,1,0.333333333
94142,1,1,0,0
94143,,6,6,NaN
94146,1,2,1,1
94147,6,10,4,0.666666667
94151,,1,1,NaN
94155,,,0,NaN
94158,500,627,127,0.254
94159,2,3,1,0.5
94164,,2,2,NaN
94172,1,2,1,1
94177,,,0,NaN
94188,13,17,4,0.307692308
94203,,2,2,NaN
94207,1,,-1,-1
94232,1,1,0,0
94244,9,16,7,0.777777778
94294,,,0,NaN
94295,,1,1,NaN
94296,5,5,0,0
94297,1,3,2,2
94301,2157,2536,379,0.175707
94302,10,18,8,0.8
94303,3074,3731,657,0.213728042
94304,304,410,106,0.348684211
94305,508,638,130,0.255905512
94306,3059,3681,622,0.203334423
94309,10,12,2,0.2
94401,1217,1512,295,0.242399343
94402,2332,2818,486,0.208404803
94403,2896,3528,632,0.218232044
94404,3041,3735,694,0.228214403
94501,3245,3975,730,0.224961479
94502,1210,1441,231,0.190909091
94503,914,1160,246,0.269146608
94505,731,870,139,0.190150479
94506,3015,3689,674,0.223548922
94507,1723,2026,303,0.175856065
94508,100,127,27,0.27
94509,997,1383,386,0.387161484
94510,1366,1609,243,0.177891654
94511,82,91,9,0.109756098
94512,1,2,1,1
94513,3288,4119,831,0.252737226
94514,10,19,9,0.9
94515,235,310,75,0.319148936
94516,16,21,5,0.3125
94517,587,721,134,0.228279387
94518,947,1232,285,0.30095037
94519,525,687,162,0.308571429
94520,740,979,239,0.322972973
94521,1524,1913,389,0.255249344
94522,6,10,4,0.666666667
94523,1713,2210,497,0.290134267
94524,5,8,3,0.6
94525,104,121,17,0.163461538
94526,2735,3280,545,0.199268739
94527,,1,1,NaN
94528,124,148,24,0.193548387
94529,,,0,NaN
94530,1658,2018,360,0.217129071
94531,1680,2302,622,0.370238095
94533,1715,2247,532,0.310204082
94534,2221,2715,494,0.222422332
94535,69,65,-4,-0.057971014
94536,4861,6011,1150,0.236576836
94537,13,11,-2,-0.153846154
94538,8311,10704,2393,0.287931657
94539,7191,8551,1360,0.189125296
94540,13,19,6,0.461538462
94541,1838,2359,521,0.283460283
94542,1143,1343,200,0.174978128
94543,2,3,1,0.5
94544,2947,3631,684,0.232100441
94545,1439,1765,326,0.226546213
94546,2220,2694,474,0.213513514
94547,1523,1876,353,0.231779383
94548,7,13,6,0.857142857
94549,2986,3582,596,0.199598125
94550,2794,3357,563,0.201503221
94551,1858,2248,390,0.209903122
94552,1475,1728,253,0.171525424
94553,1822,2343,521,0.285949506
94555,3240,3857,617,0.190432099
94556,1432,1770,338,0.23603352
94557,,1,1,NaN
94558,2461,2995,534,0.216984965
94559,1004,1260,256,0.25498008
94560,3562,4491,929,0.260808535
94561,1398,1842,444,0.317596567
94562,15,21,6,0.4
94563,2721,3130,409,0.150312385
94564,738,943,205,0.277777778
94565,2170,2869,699,0.322119816
94566,4153,4974,821,0.197688418
94567,19,21,2,0.105263158
94568,7639,9252,1613,0.211153292
94569,4,5,1,0.25
94570,3,5,2,0.666666667
94571,328,409,81,0.24695122
94572,270,324,54,0.2
94573,44,38,-6,-0.136363636
94574,424,494,70,0.16509434
94575,1,2,1,1
94576,4,10,6,1.5
94577,1688,2116,428,0.253554502
94578,972,1259,287,0.29526749
94579,886,1093,207,0.233634312
94580,862,1118,256,0.296983759
94581,12,14,2,0.166666667
94582,6082,7203,1121,0.18431437
94583,3249,3907,658,0.202523853
94585,581,746,165,0.283993115
94586,66,81,15,0.227272727
94587,3866,4739,873,0.225814796
94588,2822,3453,631,0.223600283
94589,499,615,116,0.23246493
94590,651,831,180,0.276497696
94591,1849,2315,466,0.252028123
94592,90,97,7,0.077777778
94595,1105,1314,209,0.189140271
94596,1511,1838,327,0.216412972
94597,1308,1572,264,0.201834862
94598,2037,2487,450,0.220913108
94599,115,129,14,0.12173913
94601,695,920,225,0.323741007
94602,1701,2030,329,0.193415638
94603,345,457,112,0.324637681
94604,11,14,3,0.272727273
94605,1632,2000,368,0.225490196
94606,769,1000,231,0.300390117
94607,898,1063,165,0.183741648
94608,1320,1646,326,0.246969697
94609,829,980,151,0.182147165
94610,1895,2157,262,0.138258575
94611,3978,4620,642,0.161387632
94612,687,853,166,0.241630277
94613,,1,1,NaN
94614,2,4,2,1
94615,,,0,NaN
94617,,,0,NaN
94618,1710,1956,246,0.143859649
94619,1249,1481,232,0.185748599
94620,2,2,0,0
94621,417,466,49,0.117505995
94622,,,0,NaN
94623,6,8,2,0.333333333
94624,,1,1,NaN
94625,,,0,NaN
94626,,1,1,NaN
94661,6,6,0,0
94662,10,14,4,0.4
94701,2,3,1,0.5
94702,896,1111,215,0.239955357
94703,846,1008,162,0.191489362
94704,347,405,58,0.167146974
94705,1242,1457,215,0.17310789
94706,1149,1374,225,0.195822454
94707,1502,1714,212,0.14114514
94708,1366,1587,221,0.161786237
94709,375,425,50,0.133333333
94710,427,522,95,0.222482436
94712,7,8,1,0.142857143
94720,5,5,0,0
94801,562,705,143,0.254448399
94802,,2,2,NaN
94803,1126,1405,279,0.247779751
94804,1298,1584,286,0.220338983
94805,572,698,126,0.22027972
94806,1322,1659,337,0.254916793
94807,6,11,5,0.833333333
94808,,1,1,NaN
94820,6,5,-1,-0.166666667
94901,2295,2901,606,0.264052288
94903,1980,2443,463,0.233838384
94904,1302,1544,242,0.185867896
94912,10,16,6,0.6
94913,16,17,1,0.0625
94914,3,6,3,1
94915,8,12,4,0.5
94920,1598,1909,311,0.194618273
94922,18,21,3,0.166666667
94923,100,120,20,0.2
94924,64,81,17,0.265625
94925,892,1091,199,0.22309417
94927,8,11,3,0.375
94928,1135,1490,355,0.31277533
94929,13,14,1,0.076923077
94930,556,665,109,0.196043165
94931,345,410,65,0.188405797
94933,46,52,6,0.130434783
94937,107,126,19,0.177570093
94938,35,38,3,0.085714286
94939,638,798,160,0.250783699
94940,17,20,3,0.176470588
94941,3232,3912,680,0.21039604
94942,18,21,3,0.166666667
94945,1020,1239,219,0.214705882
94946,72,91,19,0.263888889
94947,1142,1389,247,0.216287215
94948,9,13,4,0.444444444
94949,1097,1324,227,0.206927985
94950,7,10,3,0.428571429
94951,227,257,30,0.13215859
94952,1819,2196,377,0.207256734
94953,13,17,4,0.307692308
94954,1395,1702,307,0.220071685
94955,6,6,0,0
94956,84,97,13,0.154761905
94957,328,391,63,0.192073171
94960,1371,1616,245,0.178701678
94963,50,57,7,0.14
94964,11,16,5,0.454545455
94965,861,1044,183,0.212543554
94966,14,14,0,0
94970,33,47,14,0.424242424
94971,24,24,0,0
94972,9,14,5,0.555555556
94973,116,142,26,0.224137931
94975,10,15,5,0.5
94976,6,9,3,0.5
94977,5,10,5,1
94978,7,9,2,0.285714286
94979,1,4,3,3
94998,,,0,NaN
94999,,1,1,NaN
95001,50,58,8,0.16
95002,89,115,26,0.292134831
95003,1380,1666,286,0.207246377
95004,154,173,19,0.123376623
95005,240,279,39,0.1625
95006,375,413,38,0.101333333
95007,20,22,2,0.1
95008,3365,4115,750,0.222882615
95009,5,7,2,0.4
95010,337,404,67,0.198813056
95011,9,12,3,0.333333333
95012,92,130,38,0.413043478
95013,3,3,0,0
95014,6597,7981,1384,0.20979233
95015,28,36,8,0.285714286
95017,25,27,2,0.08
95018,311,377,66,0.21221865
95019,50,69,19,0.38
95020,3042,3636,594,0.195266272
95021,9,13,4,0.444444444
95023,1603,2040,437,0.272613849
95024,11,12,1,0.090909091
95030,1948,2206,258,0.132443532
95031,28,37,9,0.321428571
95032,3261,3861,600,0.18399264
95033,987,1127,140,0.141843972
95035,6349,7826,1477,0.232635061
95036,12,17,5,0.416666667
95037,3961,4755,794,0.200454431
95038,18,16,-2,-0.111111111
95039,25,29,4,0.16
95041,25,26,1,0.04
95042,3,3,0,0
95043,10,11,1,0.1
95044,3,7,4,1.333333333
95045,217,241,24,0.110599078
95046,285,335,50,0.175438596
95050,2086,2664,578,0.277085331
95051,4560,5800,1240,0.271929825
95052,10,11,1,0.1
95053,,3,3,NaN
95054,2254,2777,523,0.232031943
95055,13,17,4,0.307692308
95056,5,7,2,0.4
95060,2152,2604,452,0.210037175
95061,8,11,3,0.375
95062,1357,1607,250,0.184229919
95063,28,28,0,0
95064,56,63,7,0.125
95065,469,534,65,0.138592751
95066,982,1172,190,0.193482688
95067,10,12,2,0.2
95070,4923,5832,909,0.18464351
95071,7,4,-3,-0.428571429
95073,503,626,123,0.244532803
95075,18,20,2,0.111111111
95076,1298,1646,348,0.268104777
95077,7,8,1,0.142857143
95102,,,0,NaN
95103,3,2,-1,-0.333333333
95106,1,1,0,0
95108,2,1,-1,-0.5
95109,5,8,3,0.6
95110,788,988,200,0.253807107
95111,1988,2467,479,0.240945674
95112,2070,2536,466,0.225120773
95113,210,280,70,0.333333333
95116,944,1235,291,0.308262712
95117,1270,1637,367,0.288976378
95118,2084,2557,473,0.22696737
95119,884,1061,177,0.200226244
95120,4864,5646,782,0.160773026
95121,1988,2456,468,0.235412475
95122,1261,1575,314,0.249008723
95123,3728,4585,857,0.229881974
95124,4082,4950,868,0.212640862
95125,4133,4862,729,0.176385192
95126,1955,2407,452,0.231202046
95127,1978,2480,502,0.253791709
95128,1759,2266,507,0.28823195
95129,3314,4070,756,0.228123114
95130,982,1205,223,0.227087576
95131,2262,2726,464,0.205128205
95132,2490,3075,585,0.234939759
95133,1681,2050,369,0.219512195
95134,2300,3009,709,0.30826087
95135,2475,2930,455,0.183838384
95136,2709,3343,634,0.234034699
95137,,,0,NaN
95138,2451,2878,427,0.174214606
95139,486,558,72,0.148148148
95140,29,38,9,0.310344828
95141,3,5,2,0.666666667
95148,3076,3715,639,0.207737321
95150,6,12,6,1
95151,10,15,5,0.5
95152,10,13,3,0.3
95153,14,17,3,0.214285714
95154,8,12,4,0.5
95155,5,7,2,0.4
95156,2,4,2,1
95157,10,12,2,0.2
95158,8,10,2,0.25
95159,7,4,-3,-0.428571429
95160,7,12,5,0.714285714
95161,28,37,9,0.321428571
95164,5,9,4,0.8
95170,3,6,3,1
95172,,1,1,NaN
95173,9,15,6,0.666666667
95190,,1,1,NaN
95201,3,6,3,1
95202,112,137,25,0.223214286
95203,114,159,45,0.394736842
95204,312,450,138,0.442307692
95205,225,327,102,0.453333333
95206,735,1021,286,0.389115646
95207,516,659,143,0.277131783
95208,8,11,3,0.375
95209,831,1111,280,0.336943442
95210,353,500,147,0.416430595
95211,4,5,1,0.25
95212,746,975,229,0.306970509
95213,11,12,1,0.090909091
95215,198,261,63,0.318181818
95219,979,1262,283,0.28907048
95220,121,159,38,0.314049587
95221,4,4,0,0
95222,75,107,32,0.426666667
95223,88,93,5,0.056818182
95224,6,7,1,0.166666667
95225,4,8,4,1
95226,,1,1,NaN
95227,13,17,4,0.307692308
95228,113,152,39,0.345132743
95229,,1,1,NaN
95230,10,13,3,0.3
95231,28,39,11,0.392857143
95232,,1,1,NaN
95233,1,2,1,1
95234,,1,1,NaN
95236,67,81,14,0.208955224
95237,35,43,8,0.228571429
95240,554,765,211,0.380866426
95241,11,20,9,0.818181818
95242,655,857,202,0.308396947
95245,23,29,6,0.260869565
95246,18,23,5,0.277777778
95247,98,128,30,0.306122449
95248,4,4,0,0
95249,32,43,11,0.34375
95251,4,5,1,0.25
95252,192,231,39,0.203125
95253,3,6,3,1
95254,18,21,3,0.166666667
95255,8,10,2,0.25
95257,4,7,3,0.75
95258,82,95,13,0.158536585
95267,4,8,4,1
95269,9,10,1,0.111111111
95301,462,583,121,0.261904762
95303,11,15,4,0.363636364
95304,556,699,143,0.257194245
95305,1,2,1,1
95306,13,19,6,0.461538462
95307,473,646,173,0.365750529
95309,2,3,1,0.5
95310,35,38,3,0.085714286
95311,13,18,5,0.384615385
95313,10,16,6,0.6
95315,105,148,43,0.40952381
95316,112,136,24,0.214285714
95317,8,7,-1,-0.125
95318,10,12,2,0.2
95319,3,8,5,1.666666667
95320,150,183,33,0.22
95321,104,119,15,0.144230769
95322,92,111,19,0.206521739
95323,16,17,1,0.0625
95324,64,96,32,0.5
95325,,1,1,NaN
95326,154,225,71,0.461038961
95327,55,68,13,0.236363636
95328,51,70,19,0.37254902
95329,30,35,5,0.166666667
95330,1885,2616,731,0.387798408
95333,10,17,7,0.7
95334,195,264,69,0.353846154
