ZIP_CODE,Month,Hour,Sol Rad (Ly/day),Air Temp (F),Wind Speed (mph)
92586,6,300,0.0,62.73,2.65
92586,6,400,0.0,61.807,2.483
92586,6,500,7.1,61.17,2.517
92586,6,600,153.767,62.013,2.747
92586,6,700,447.2,65.2,2.84
92586,6,800,825.767,69.217,2.87
92586,6,900,1285.9,73.913,3.137
92586,6,1000,1679.4,78.72,3.57
92586,6,1100,1918.367,83.153,4.193
92586,6,1200,2005.267,86.553,4.963
92586,6,1300,2019.0,88.99,6.717
92586,6,1400,1879.0,90.283,8.203
92586,6,1500,1623.633,90.323,9.383
92586,6,1600,1279.767,89.343,9.52
92586,6,1700,879.6,87.037,9.82
92586,6,1800,466.833,84.137,9.12
92586,6,1900,120.4,79.747,7.42
92586,6,2000,1.367,75.163,6.36
92586,6,2100,0.0,72.073,5.637
92586,6,2200,0.0,69.973,4.8
92586,6,2300,0.0,68.583,4.09
92586,6,2400,0.0,67.21,3.42
92586,7,100,0.0,73.6,2.6
92586,7,200,0.0,72.052,2.59
92586,7,300,0.0,70.765,2.435
92586,7,400,0.0,69.626,2.165
92586,7,500,2.839,68.548,2.197
92586,7,600,141.806,68.994,2.394
92586,7,700,509.581,73.587,2.852
92586,7,800,952.452,79.058,2.671
92586,7,900,1356.226,84.916,3.048
92586,7,1000,1679.452,90.381,3.755
92586,7,1100,1877.548,94.8,4.216
92586,7,1200,1982.935,98.568,5.377
92586,7,1300,1961.484,100.187,7.768
92586,7,1400,1835.29,100.684,9.171
92586,7,1500,1574.806,100.348,9.932
92586,7,1600,1275.839,99.413,10.068
92586,7,1700,874.774,97.339,9.603
92586,7,1800,462.161,94.297,8.829
92586,7,1900,112.613,89.945,6.858
92586,7,2000,0.871,84.716,5.4
92586,7,2100,0.0,81.232,4.542
92586,7,2200,0.0,78.881,3.874
92586,7,2300,0.0,77.152,3.406
92586,7,2400,0.0,75.31,3.087
92586,8,100,0.0,71.094,2.574
92586,8,200,0.0,69.681,2.435
92586,8,300,0.0,68.213,2.461
92586,8,400,0.0,66.606,2.181
92586,8,500,0.0,65.919,2.216
92586,8,600,36.161,65.461,2.248
92586,8,700,400.323,68.923,2.616
92586,8,800,854.935,75.087,2.671
92586,8,900,1251.032,82.1,2.739
92586,8,1000,1581.258,87.777,3.448
92586,8,1100,1784.677,92.41,4.374
92586,8,1200,1899.387,96.229,5.326
92586,8,1300,1893.387,97.839,6.865
92586,8,1400,1739.0,98.697,7.868
92586,8,1500,1479.387,98.539,9.068
92586,8,1600,1132.484,97.116,10.132
92586,8,1700,738.71,95.039,9.823
92586,8,1800,314.581,91.281,8.897
92586,8,1900,40.903,86.406,6.987
92586,8,2000,0.0,82.052,6.265
92586,8,2100,0.0,78.874,5.574
92586,8,2200,0.0,76.429,4.323
92586,8,2300,0.0,74.726,3.532
92586,8,2400,0.0,72.91,2.987
92586,9,100,0.0,66.183,2.683
92586,9,200,0.0,65.24,2.583
92586,9,300,0.0,64.32,2.633
92586,9,400,0.0,63.283,2.68
92586,9,500,0.0,62.867,2.763
92586,9,600,12.833,61.993,2.78
92586,9,700,223.833,63.67,2.7
92586,9,800,579.5,68.617,3.11
92586,9,900,951.767,74.527,3.15
92586,9,1000,1280.667,80.207,3.493
92586,9,1100,1634.6,85.433,4.12
92586,9,1200,1697.7,88.937,5.31
92586,9,1300,1617.067,90.55,6.74
92586,9,1400,1390.433,91.243,7.907
92586,9,1500,1126.4,91.19,9.087
92586,9,1600,805.2,89.34,9.517
92586,9,1700,433.867,87.503,9.06
92586,9,1800,104.6,83.373,7.143
92586,9,1900,1.733,79.573,5.527
92586,9,2000,0.0,76.43,5.09
92586,9,2100,0.0,73.687,4.287
92586,9,2200,0.0,71.34,3.75
92586,9,2300,0.0,69.127,3.34
92586,9,2400,0.0,67.563,3.073
92586,10,100,0.0,59.416,2.271
92586,10,200,0.0,57.871,2.174
92586,10,300,0.0,56.694,2.171
92586,10,400,0.0,55.877,2.097
92586,10,500,0.0,54.516,2.145
92586,10,600,2.742,53.958,2.348
92586,10,700,151.581,55.219,2.545
92586,10,800,493.871,61.077,3.016
92586,10,900,862.935,69.216,3.11
92586,10,1000,1153.645,76.529,3.094
92586,10,1100,1375.774,82.139,3.997
92586,10,1200,1479.935,85.577,4.842
92586,10,1300,1431.0,87.558,5.748
92586,10,1400,1245.129,88.206,7.081
92586,10,1500,923.065,87.616,8.381
92586,10,1600,560.065,85.652,8.958
92586,10,1700,191.097,81.803,7.703
92586,10,1800,9.4,76.713,5.09
92586,10,1900,0.0,73.537,4.34
92586,10,2000,0.0,70.994,4.281
92586,10,2100,0.0,68.142,3.41
92586,10,2200,0.0,65.352,2.884
92586,10,2300,0.0,62.997,2.435
92586,10,2400,0.0,61.035,2.384
92586,11,100,0.0,47.01,2.687
92586,11,200,0.0,46.033,2.833
92586,11,300,0.0,44.797,2.6
92586,11,400,0.0,43.863,2.543
92586,11,500,0.0,42.9,2.547
92586,11,600,0.0,42.32,2.327
92586,11,700,46.2,42.413,2.66
92586,11,800,308.833,46.323,3.117
92586,11,900,663.8,53.623,3.843
92586,11,1000,945.9,60.483,4.02
92586,11,1100,1145.833,66.463,4.563
92586,11,1200,1211.233,70.067,5.037
92586,11,1300,1165.367,71.877,5.783
92586,11,1400,960.267,72.767,6.323
92586,11,1500,654.567,72.35,7.637
92586,11,1600,338.467,70.677,7.837
92586,11,1700,62.467,66.467,6.56
92586,11,1800,0.033,62.463,5.253
92586,11,1900,0.0,59.943,4.623
92586,11,2000,0.0,57.537,4.24
92586,11,2100,0.0,54.673,3.803
92586,11,2200,0.0,52.28,3.42
92586,11,2300,0.0,49.97,2.953
92586,11,2400,0.0,48.0,2.823
92586,12,100,0.0,45.245,2.774
92586,12,200,0.0,44.913,2.487
92586,12,300,0.0,43.677,2.371
92586,12,400,0.0,42.932,2.406
92586,12,500,0.0,42.052,2.116
92586,12,600,0.0,41.213,2.361
92586,12,700,7.0,40.816,2.439
92586,12,800,159.839,42.203,2.632
92586,12,900,426.355,47.826,2.771
92586,12,1000,709.839,55.148,2.565
92586,12,1100,957.258,63.148,3.106
92586,12,1200,1049.677,68.687,3.61
92586,12,1300,1013.839,71.242,4.439
92586,12,1400,873.129,72.387,4.932
92586,12,1500,618.484,72.419,6.126
92586,12,1600,306.419,70.8,6.623
92586,12,1700,51.097,65.845,5.755
92586,12,1800,0.0,61.835,4.371
92586,12,1900,0.0,58.755,3.419
92586,12,2000,0.0,55.748,2.868
92586,12,2100,0.0,52.345,2.387
92586,12,2200,0.0,49.79,2.352
92586,12,2300,0.0,47.574,2.361
92586,12,2400,0.0,44.994,2.629
92587,1,100,0.032,46.948,2.235
92587,1,200,0.032,46.135,2.113
92587,1,300,0.0,45.423,2.097
92587,1,400,0.0,44.758,1.897
92587,1,500,0.0,44.719,1.858
92587,1,600,0.0,44.148,2.171
92587,1,700,2.806,43.894,2.458
92587,1,800,117.677,44.168,2.474
92587,1,900,379.29,47.523,2.629
92587,1,1000,628.419,52.329,3.665
92587,1,1100,868.935,56.958,3.916
92587,1,1200,996.774,60.616,4.471
92587,1,1300,1030.677,63.174,5.09
92587,1,1400,938.935,64.626,5.345
92587,1,1500,671.516,64.794,5.345
92587,1,1600,421.29,64.245,5.948
92587,1,1700,128.032,61.587,5.49
92587,1,1800,3.484,57.687,4.106
92587,1,1900,0.0,55.329,3.19
92587,1,2000,0.0,53.835,3.09
92587,1,2100,0.0,52.016,3.071
92587,1,2200,0.0,50.3,2.484
92587,1,2300,0.032,48.432,2.306
92587,1,2400,0.065,47.681,2.352
92587,2,100,0.0,49.407,2.783
92587,2,200,0.0,48.624,2.666
92587,2,300,0.0,48.452,2.507
92587,2,400,0.034,47.948,2.414
92587,2,500,0.034,47.562,2.407
92587,2,600,0.0,47.386,2.497
92587,2,700,12.586,47.069,2.714
92587,2,800,149.828,47.928,2.852
92587,2,900,407.69,50.448,3.193
92587,2,1000,684.966,53.269,3.866
92587,2,1100,911.31,56.534,4.0
92587,2,1200,988.276,58.817,4.917
92587,2,1300,1023.862,60.607,4.71
92587,2,1400,885.552,61.686,5.069
92587,2,1500,714.103,61.869,5.71
92587,2,1600,494.448,61.548,6.166
92587,2,1700,227.172,60.186,6.141
92587,2,1800,27.034,57.548,5.366
92587,2,1900,0.0,55.555,4.338
92587,2,2000,0.0,53.907,4.441
92587,2,2100,0.0,52.717,3.786
92587,2,2200,0.0,51.776,3.341
92587,2,2300,0.0,51.097,2.921
92587,2,2400,0.0,50.117,2.859
92587,3,100,0.032,51.013,3.232
92587,3,200,0.0,50.326,3.087
92587,3,300,0.0,49.439,2.706
92587,3,400,0.0,49.19,2.516
92587,3,500,0.032,48.8,2.906
92587,3,600,2.71,48.535,3.374
92587,3,700,113.935,48.394,3.077
92587,3,800,446.29,51.4,3.81
92587,3,900,803.419,55.187,4.345
92587,3,1000,1110.871,58.506,4.203
92587,3,1100,1308.258,60.942,4.39
92587,3,1200,1381.613,63.061,4.748
92587,3,1300,1313.226,64.477,5.561
92587,3,1400,1122.581,65.039,6.313
92587,3,1500,930.226,65.187,7.048
92587,3,1600,701.387,64.61,7.448
92587,3,1700,372.355,63.055,7.877
92587,3,1800,102.567,60.39,6.473
92587,3,1900,1.419,57.784,4.794
92587,3,2000,0.0,56.135,4.465
92587,3,2100,0.032,54.677,4.761
92587,3,2200,0.032,53.574,4.319
92587,3,2300,0.032,52.561,3.574
92587,3,2400,0.0,51.713,3.103
92587,4,100,0.0,53.183,2.907
92587,4,200,0.0,52.183,2.583
92587,4,300,0.0,51.477,2.23
92587,4,400,0.033,50.72,2.183
92587,4,500,0.033,49.983,2.25
92587,4,600,29.833,49.643,1.95
92587,4,700,317.133,51.92,2.393
92587,4,800,687.467,56.17,2.863
92587,4,900,1056.833,60.237,3.163
92587,4,1000,1336.867,63.827,3.55
92587,4,1100,1628.7,67.12,4.057
92587,4,1200,1827.367,69.517,4.72
92587,4,1300,1799.067,71.997,5.723
92587,4,1400,1576.133,72.837,6.577
92587,4,1500,1364.1,73.077,7.48
92587,4,1600,993.9,72.517,8.43
92587,4,1700,651.133,70.553,9.45
92587,4,1800,238.933,67.493,8.58
92587,4,1900,15.067,63.69,6.437
92587,4,2000,0.033,61.18,5.27
92587,4,2100,0.0,59.327,4.793
92587,4,2200,0.0,57.49,4.233
92587,4,2300,0.0,55.71,3.457
92587,4,2400,0.0,54.493,3.027
92587,5,100,0.0,57.726,3.977
92587,5,200,0.0,56.752,3.806
92587,5,300,0.0,56.177,3.487
92587,5,400,0.0,55.8,3.345
92587,5,500,2.032,55.484,3.39
92587,5,600,62.774,55.529,3.545
92587,5,700,261.806,56.855,3.471
92587,5,800,592.161,59.316,3.532
92587,5,900,1057.677,62.797,3.374
92587,5,1000,1514.871,66.819,3.652
92587,5,1100,1810.129,70.203,3.952
92587,5,1200,1981.097,73.626,4.923
92587,5,1300,1949.871,76.203,5.7
92587,5,1400,1823.161,77.723,6.932
92587,5,1500,1526.806,78.171,7.674
92587,5,1600,1191.387,77.413,8.361
92587,5,1700,788.613,75.481,8.435
92587,5,1800,384.452,71.835,8.732
92587,5,1900,64.645,67.652,7.777
92587,5,2000,0.0,64.123,6.367
92587,5,2100,0.0,62.235,6.142
92587,5,2200,0.0,60.661,5.542
92587,5,2300,0.0,59.445,4.461
92587,5,2400,0.0,58.49,4.0
92587,6,100,0.0,65.33,2.917
92587,6,200,0.0,64.083,3.007
92587,6,300,0.0,62.73,2.65
92587,6,400,0.0,61.807,2.483
92587,6,500,7.1,61.17,2.517
92587,6,600,153.767,62.013,2.747
92587,6,700,447.2,65.2,2.84
92587,6,800,825.767,69.217,2.87
92587,6,900,1285.9,73.913,3.137
92587,6,1000,1679.4,78.72,3.57
92587,6,1100,1918.367,83.153,4.193
92587,6,1200,2005.267,86.553,4.963
92587,6,1300,2019.0,88.99,6.717
92587,6,1400,1879.0,90.283,8.203
92587,6,1500,1623.633,90.323,9.383
92587,6,1600,1279.767,89.343,9.52
92587,6,1700,879.6,87.037,9.82
92587,6,1800,466.833,84.137,9.12
92587,6,1900,120.4,79.747,7.42
92587,6,2000,1.367,75.163,6.36
92587,6,2100,0.0,72.073,5.637
92587,6,2200,0.0,69.973,4.8
92587,6,2300,0.0,68.583,4.09
92587,6,2400,0.0,67.21,3.42
92587,7,100,0.0,73.6,2.6
92587,7,200,0.0,72.052,2.59
92587,7,300,0.0,70.765,2.435
92587,7,400,0.0,69.626,2.165
92587,7,500,2.839,68.548,2.197
92587,7,600,141.806,68.994,2.394
92587,7,700,509.581,73.587,2.852
92587,7,800,952.452,79.058,2.671
92587,7,900,1356.226,84.916,3.048
92587,7,1000,1679.452,90.381,3.755
92587,7,1100,1877.548,94.8,4.216
92587,7,1200,1982.935,98.568,5.377
92587,7,1300,1961.484,100.187,7.768
92587,7,1400,1835.29,100.684,9.171
92587,7,1500,1574.806,100.348,9.932
92587,7,1600,1275.839,99.413,10.068
92587,7,1700,874.774,97.339,9.603
92587,7,1800,462.161,94.297,8.829
92587,7,1900,112.613,89.945,6.858
92587,7,2000,0.871,84.716,5.4
92587,7,2100,0.0,81.232,4.542
92587,7,2200,0.0,78.881,3.874
92587,7,2300,0.0,77.152,3.406
92587,7,2400,0.0,75.31,3.087
92587,8,100,0.0,71.094,2.574
92587,8,200,0.0,69.681,2.435
92587,8,300,0.0,68.213,2.461
92587,8,400,0.0,66.606,2.181
92587,8,500,0.0,65.919,2.216
92587,8,600,36.161,65.461,2.248
92587,8,700,400.323,68.923,2.616
92587,8,800,854.935,75.087,2.671
92587,8,900,1251.032,82.1,2.739
92587,8,1000,1581.258,87.777,3.448
92587,8,1100,1784.677,92.41,4.374
92587,8,1200,1899.387,96.229,5.326
92587,8,1300,1893.387,97.839,6.865
92587,8,1400,1739.0,98.697,7.868
92587,8,1500,1479.387,98.539,9.068
92587,8,1600,1132.484,97.116,10.132
92587,8,1700,738.71,95.039,9.823
92587,8,1800,314.581,91.281,8.897
92587,8,1900,40.903,86.406,6.987
92587,8,2000,0.0,82.052,6.265
92587,8,2100,0.0,78.874,5.574
92587,8,2200,0.0,76.429,4.323
92587,8,2300,0.0,74.726,3.532
92587,8,2400,0.0,72.91,2.987
92587,9,100,0.0,66.183,2.683
92587,9,200,0.0,65.24,2.583
92587,9,300,0.0,64.32,2.633
92587,9,400,0.0,63.283,2.68
92587,9,500,0.0,62.867,2.763
92587,9,600,12.833,61.993,2.78
92587,9,700,223.833,63.67,2.7
92587,9,800,579.5,68.617,3.11
92587,9,900,951.767,74.527,3.15
92587,9,1000,1280.667,80.207,3.493
92587,9,1100,1634.6,85.433,4.12
92587,9,1200,1697.7,88.937,5.31
92587,9,1300,1617.067,90.55,6.74
92587,9,1400,1390.433,91.243,7.907
92587,9,1500,1126.4,91.19,9.087
92587,9,1600,805.2,89.34,9.517
92587,9,1700,433.867,87.503,9.06
92587,9,1800,104.6,83.373,7.143
92587,9,1900,1.733,79.573,5.527
92587,9,2000,0.0,76.43,5.09
92587,9,2100,0.0,73.687,4.287
92587,9,2200,0.0,71.34,3.75
92587,9,2300,0.0,69.127,3.34
92587,9,2400,0.0,67.563,3.073
92587,10,100,0.0,59.416,2.271
92587,10,200,0.0,57.871,2.174
92587,10,300,0.0,56.694,2.171
92587,10,400,0.0,55.877,2.097
92587,10,500,0.0,54.516,2.145
92587,10,600,2.742,53.958,2.348
92587,10,700,151.581,55.219,2.545
92587,10,800,493.871,61.077,3.016
92587,10,900,862.935,69.216,3.11
92587,10,1000,1153.645,76.529,3.094
92587,10,1100,1375.774,82.139,3.997
92587,10,1200,1479.935,85.577,4.842
92587,10,1300,1431.0,87.558,5.748
92587,10,1400,1245.129,88.206,7.081
92587,10,1500,923.065,87.616,8.381
92587,10,1600,560.065,85.652,8.958
92587,10,1700,191.097,81.803,7.703
92587,10,1800,9.4,76.713,5.09
92587,10,1900,0.0,73.537,4.34
92587,10,2000,0.0,70.994,4.281
92587,10,2100,0.0,68.142,3.41
92587,10,2200,0.0,65.352,2.884
92587,10,2300,0.0,62.997,2.435
92587,10,2400,0.0,61.035,2.384
92587,11,100,0.0,47.01,2.687
92587,11,200,0.0,46.033,2.833
92587,11,300,0.0,44.797,2.6
92587,11,400,0.0,43.863,2.543
92587,11,500,0.0,42.9,2.547
92587,11,600,0.0,42.32,2.327
92587,11,700,46.2,42.413,2.66
92587,11,800,308.833,46.323,3.117
92587,11,900,663.8,53.623,3.843
92587,11,1000,945.9,60.483,4.02
92587,11,1100,1145.833,66.463,4.563
92587,11,1200,1211.233,70.067,5.037
92587,11,1300,1165.367,71.877,5.783
92587,11,1400,960.267,72.767,6.323
92587,11,1500,654.567,72.35,7.637
92587,11,1600,338.467,70.677,7.837
92587,11,1700,62.467,66.467,6.56
92587,11,1800,0.033,62.463,5.253
92587,11,1900,0.0,59.943,4.623
92587,11,2000,0.0,57.537,4.24
92587,11,2100,0.0,54.673,3.803
92587,11,2200,0.0,52.28,3.42
92587,11,2300,0.0,49.97,2.953
92587,11,2400,0.0,48.0,2.823
92587,12,100,0.0,45.245,2.774
92587,12,200,0.0,44.913,2.487
92587,12,300,0.0,43.677,2.371
92587,12,400,0.0,42.932,2.406
92587,12,500,0.0,42.052,2.116
92587,12,600,0.0,41.213,2.361
92587,12,700,7.0,40.816,2.439
92587,12,800,159.839,42.203,2.632
92587,12,900,426.355,47.826,2.771
92587,12,1000,709.839,55.148,2.565
92587,12,1100,957.258,63.148,3.106
92587,12,1200,1049.677,68.687,3.61
92587,12,1300,1013.839,71.242,4.439
92587,12,1400,873.129,72.387,4.932
92587,12,1500,618.484,72.419,6.126
92587,12,1600,306.419,70.8,6.623
92587,12,1700,51.097,65.845,5.755
92587,12,1800,0.0,61.835,4.371
92587,12,1900,0.0,58.755,3.419
92587,12,2000,0.0,55.748,2.868
92587,12,2100,0.0,52.345,2.387
92587,12,2200,0.0,49.79,2.352
92587,12,2300,0.0,47.574,2.361
92587,12,2400,0.0,44.994,2.629
92590,1,100,0.0,46.41,3.91
92590,1,200,0.0,45.984,4.077
92590,1,300,0.032,45.971,3.935
92590,1,400,0.0,45.655,3.716
92590,1,500,0.0,45.01,3.961
92590,1,600,0.0,44.755,3.913
92590,1,700,0.0,44.342,3.632
92590,1,800,31.226,44.416,3.523
92590,1,900,250.323,46.897,3.148
92590,1,1000,537.129,50.732,3.652
92590,1,1100,822.935,54.652,4.4
92590,1,1200,975.129,57.732,5.452
92590,1,1300,1068.484,59.826,6.074
92590,1,1400,1044.032,61.448,6.497
92590,1,1500,891.71,62.277,6.258
92590,1,1600,652.484,62.374,6.474
92590,1,1700,342.903,61.068,6.223
92590,1,1800,60.452,57.632,4.884
92590,1,1900,0.032,53.994,3.581
92590,1,2000,0.0,51.774,3.619
92590,1,2100,0.0,50.016,3.723
92590,1,2200,0.0,48.606,4.013
92590,1,2300,0.0,47.752,4.077
92590,1,2400,0.0,47.284,4.019
92590,2,100,0.0,47.731,3.545
92590,2,200,0.034,47.262,3.669
92590,2,300,0.0,46.848,3.452
92590,2,400,0.0,46.424,3.434
92590,2,500,0.0,45.924,3.338
92590,2,600,0.0,45.745,3.193
92590,2,700,0.207,45.428,3.469
92590,2,800,54.241,45.552,3.569
92590,2,900,290.345,47.834,3.241
92590,2,1000,563.724,50.938,3.424
92590,2,1100,863.103,53.641,4.452
92590,2,1200,1009.966,55.969,5.579
92590,2,1300,1095.828,57.741,6.045
92590,2,1400,1037.276,59.028,6.028
92590,2,1500,950.207,59.814,6.39
92590,2,1600,724.207,59.969,6.741
92590,2,1700,450.621,59.083,6.731
92590,2,1800,154.0,56.903,5.886
92590,2,1900,6.069,53.89,4.134
92590,2,2000,0.0,51.948,3.583
92590,2,2100,0.0,50.59,3.945
92590,2,2200,0.069,49.762,3.821
92590,2,2300,0.034,49.103,3.241
92590,2,2400,0.0,48.386,3.469
92590,3,100,0.0,47.61,3.194
92590,3,200,0.032,47.155,3.368
92590,3,300,0.0,46.645,3.316
92590,3,400,0.0,46.232,3.613
92590,3,500,0.0,45.865,3.494
92590,3,600,0.0,45.248,3.484
92590,3,700,15.581,45.119,3.494
92590,3,800,214.355,46.59,3.387
92590,3,900,598.194,50.339,3.416
92590,3,1000,980.323,53.603,4.684
92590,3,1100,1158.871,56.242,5.142
92590,3,1200,1337.419,58.626,5.871
92590,3,1300,1329.839,60.145,6.794
92590,3,1400,1303.161,61.006,7.606
92590,3,1500,1200.419,61.645,7.994
92590,3,1600,985.323,61.371,8.619
92590,3,1700,672.258,60.132,8.729
92590,3,1800,314.613,57.994,7.584
92590,3,1900,53.065,54.903,5.613
92590,3,2000,0.129,52.355,3.694
92590,3,2100,0.0,50.735,3.361
92590,3,2200,0.0,49.784,3.206
92590,3,2300,0.0,48.794,3.716
92590,3,2400,0.0,48.103,3.813
92590,4,100,0.0,50.527,3.51
92590,4,200,0.033,49.927,3.51
92590,4,300,0.0,49.087,3.46
92590,4,400,0.0,48.483,3.42
92590,4,500,0.0,48.13,3.487
92590,4,600,0.667,47.767,3.477
92590,4,700,87.1,47.8,3.333
92590,4,800,400.3,50.5,3.137
92590,4,900,775.233,54.297,3.623
92590,4,1000,1138.033,58.097,4.58
92590,4,1100,1451.0,61.617,5.643
92590,4,1200,1648.167,64.4,6.36
92590,4,1300,1728.467,66.5,7.123
92590,4,1400,1667.8,67.867,7.777
92590,4,1500,1552.967,68.743,8.857
92590,4,1600,1344.9,69.013,8.863
92590,4,1700,981.2,67.73,9.153
92590,4,1800,550.867,65.157,8.5
92590,4,1900,159.067,61.167,6.957
92590,4,2000,4.1,56.917,4.457
92590,4,2100,0.0,54.747,3.727
92590,4,2200,0.0,53.167,3.807
92590,4,2300,0.0,51.87,3.917
92590,4,2400,0.033,51.213,3.66
92590,5,100,0.0,53.026,3.0
92590,5,200,0.0,52.59,3.013
92590,5,300,0.0,52.097,3.248
92590,5,400,0.0,51.716,3.271
92590,5,500,0.0,51.526,3.126
92590,5,600,5.29,51.423,3.126
92590,5,700,94.903,51.735,2.803
92590,5,800,297.935,53.361,3.252
92590,5,900,621.903,55.748,3.894
92590,5,1000,1068.613,58.939,4.584
92590,5,1100,1456.452,63.016,5.297
92590,5,1200,1689.71,66.561,6.11
92590,5,1300,1860.387,69.403,7.116
92590,5,1400,1913.839,71.7,7.945
92590,5,1500,1760.581,72.784,8.958
92590,5,1600,1518.258,72.39,9.51
92590,5,1700,1164.419,70.532,9.7
92590,5,1800,752.097,68.016,8.897
92590,5,1900,319.516,64.232,7.777
92590,5,2000,35.8,59.247,5.477
92590,5,2100,0.065,56.403,3.839
92590,5,2200,0.0,55.029,3.035
92590,5,2300,0.0,54.077,2.861
92590,5,2400,0.0,53.468,3.023
92590,6,100,0.0,60.533,2.25
92590,6,200,0.0,59.873,2.573
92590,6,300,0.0,59.627,2.493
92590,6,400,0.0,58.643,2.613
92590,6,500,0.0,58.447,2.647
92590,6,600,8.233,58.217,2.72
92590,6,700,150.6,59.333,2.503
92590,6,800,461.133,62.213,2.47
92590,6,900,818.5,66.193,3.403
92590,6,1000,1264.567,71.103,4.403
92590,6,1100,1656.667,75.827,5.397
92590,6,1200,1875.8,79.397,6.4
92590,6,1300,1967.367,82.003,7.573
92590,6,1400,1967.5,83.557,8.603
92590,6,1500,1837.433,84.12,9.463
92590,6,1600,1588.233,83.42,9.633
92590,6,1700,1259.867,81.82,9.23
92590,6,1800,855.433,79.353,8.34
92590,6,1900,433.2,75.97,6.923
92590,6,2000,95.233,71.173,4.86
92590,6,2100,0.8,66.783,3.227
92590,6,2200,0.0,64.53,2.5
92590,6,2300,0.0,62.977,2.293
92590,6,2400,0.0,61.83,2.183
92590,7,100,0.0,68.397,2.642
92590,7,200,0.0,67.861,2.635
92590,7,300,0.0,67.229,2.719
92590,7,400,0.0,66.765,2.726
92590,7,500,2.387,66.313,2.942
92590,7,600,118.226,66.977,2.755
92590,7,700,474.677,70.671,2.255
92590,7,800,920.097,75.555,2.935
92590,7,900,1317.968,80.713,3.974
92590,7,1000,1622.0,85.313,5.032
92590,7,1100,1844.355,88.794,6.387
92590,7,1200,1930.258,90.848,7.516
92590,7,1300,1935.935,92.823,8.232
92590,7,1400,1818.71,93.374,9.168
92590,7,1500,1573.129,92.639,9.381
92590,7,1600,1293.032,90.894,8.974
92590,7,1700,891.419,88.639,7.852
92590,7,1800,483.161,85.465,6.245
92590,7,1900,123.935,80.397,4.374
92590,7,2000,5.129,75.471,2.494
92590,7,2100,0.032,72.935,2.306
92590,7,2200,0.0,70.9,2.142
92590,7,2300,0.0,70.003,2.11
92590,7,2400,0.0,69.065,2.419
92590,8,100,0.0,66.765,2.913
92590,8,200,0.0,66.352,3.029
92590,8,300,0.0,65.794,2.774
92590,8,400,0.0,64.929,2.981
92590,8,500,0.0,64.752,2.874
92590,8,600,50.484,64.597,2.874
92590,8,700,384.097,67.765,2.145
92590,8,800,808.71,72.616,2.503
92590,8,900,1222.71,78.071,3.81
92590,8,1000,1562.677,82.987,5.174
92590,8,1100,1773.968,86.629,6.468
92590,8,1200,1867.065,89.271,7.845
92590,8,1300,1878.419,90.787,8.739
92590,8,1400,1758.161,91.39,9.5
92590,8,1500,1529.097,90.91,10.013
92590,8,1600,1196.742,89.319,9.806
92590,8,1700,787.968,86.877,8.603
92590,8,1800,367.129,83.145,7.084
92590,8,1900,52.484,77.519,4.484
92590,8,2000,0.0,73.406,2.674
92590,8,2100,0.0,71.297,2.374
92590,8,2200,0.0,69.445,2.248
92590,8,2300,0.0,68.594,2.442
92590,8,2400,0.0,67.4,3.077
92590,9,100,0.0,66.06,2.8
92590,9,200,0.0,65.03,2.953
92590,9,300,0.0,64.593,2.92
92590,9,400,0.0,63.95,3.3
92590,9,500,0.0,63.473,3.113
92590,9,600,12.167,63.033,3.12
92590,9,700,207.033,64.647,2.673
92590,9,800,564.133,68.63,2.45
92590,9,900,966.5,73.157,3.59
92590,9,1000,1370.167,78.51,4.71
92590,9,1100,1639.633,82.677,5.907
92590,9,1200,1776.5,85.693,6.893
92590,9,1300,1708.733,87.45,7.71
92590,9,1400,1514.467,87.873,8.383
92590,9,1500,1296.433,87.527,8.67
92590,9,1600,923.267,86.007,8.527
92590,9,1700,515.3,82.823,7.723
92590,9,1800,143.655,78.39,5.4
92590,9,1900,4.3,73.553,3.51
92590,9,2000,0.0,70.95,3.103
92590,9,2100,0.0,69.147,2.7
92590,9,2200,0.0,67.51,2.787
92590,9,2300,0.0,67.293,3.08
92590,9,2400,0.0,66.667,2.897
92590,10,100,0.0,62.229,3.552
92590,10,200,0.0,61.558,3.739
92590,10,300,0.0,60.755,3.429
92590,10,400,0.0,59.784,3.484
92590,10,500,0.0,59.623,3.165
92590,10,600,2.194,59.448,3.119
92590,10,700,149.097,60.626,2.765
92590,10,800,502.484,64.584,2.232
92590,10,900,897.484,69.439,3.284
92590,10,1000,1236.226,74.952,4.529
92590,10,1100,1478.516,79.342,5.548
92590,10,1200,1525.742,82.461,6.635
92590,10,1300,1479.935,84.145,7.571
92590,10,1400,1279.355,84.535,7.926
92590,10,1500,1038.677,84.052,8.319
92590,10,1600,635.323,81.91,8.077
92590,10,1700,242.581,78.39,5.923
92590,10,1800,13.903,73.052,3.358
92590,10,1900,0.0,69.452,3.023
92590,10,2000,0.0,66.642,3.429
92590,10,2100,0.0,64.935,3.69
92590,10,2200,0.0,63.542,3.526
92590,10,2300,0.0,62.948,3.694
92590,10,2400,0.0,62.21,3.6
92590,11,100,0.0,49.457,3.93
92590,11,200,0.0,48.86,3.727
92590,11,300,0.0,48.42,3.707
92590,11,400,0.0,47.787,3.623
92590,11,500,0.0,47.543,3.62
92590,11,600,0.0,47.343,3.527
92590,11,700,33.4,47.117,3.65
92590,11,800,315.033,50.677,2.847
